1,2,0.1
1,3,0.1
3,4,0.1
4,5,0.1
2,6,0.1
6,7,0.1
7,8,0.1
5,9,0.1
9,10,0.1
8,11,0.1
6,12,0.1
10,13,0.1
11,14,0.1
13,15,0.1
15,16,0.1
14,17,0.1
16,18,0.1
18,19,0.1
19,20,0.1
17,21,0.1
21,22,0.1
20,23,0.1
22,24,0.1
23,25,0.1
13,26,0.1
24,27,0.1
26,28,0.1
3,29,0.1
21,30,0.1
28,31,0.1
26,32,0.1
27,33,0.1
31,34,0.1
24,35,0.1
24,36,0.1
24,37,0.1
31,38,0.1
17,39,0.1
12,40,0.1
30,41,0.1
40,42,0.1
24,43,0.1
21,44,0.1
38,45,0.1
34,46,0.1
25,47,0.1
7,48,0.1
24,49,0.1
4,50,0.1
38,51,0.1
47,52,0.1
39,53,0.1
50,54,0.1
39,55,0.1
45,56,0.1
34,57,0.1
16,58,0.1
24,59,0.1
9,60,0.1
40,61,0.1
20,62,0.1
30,63,0.1
31,64,0.1
56,65,0.1
17,66,0.1
3,67,0.1
24,68,0.1
52,69,0.1
65,70,0.1
3,71,0.1
31,72,0.1
33,73,0.1
31,74,0.1
31,75,0.1
26,76,0.1
46,77,0.1
8,78,0.1
71,79,0.1
17,80,0.1
80,81,0.1
8,82,0.1
25,83,0.1
46,84,0.1
31,85,0.1
71,86,0.1
39,87,0.1
66,88,0.1
65,89,0.1
26,90,0.1
24,91,0.1
21,92,0.1
72,93,0.1
21,94,0.1
13,95,0.1
73,96,0.1
72,97,0.1
31,98,0.1
72,99,0.1
42,100,0.1
71,101,0.1
1,102,0.1
12,103,0.1
10,104,0.1
24,105,0.1
98,106,0.1
61,107,0.1
17,108,0.1
87,109,0.1
3,110,0.1
80,111,0.1
21,112,0.1
33,113,0.1
35,114,0.1
62,115,0.1
12,116,0.1
14,117,0.1
99,118,0.1
81,119,0.1
100,120,0.1
19,121,0.1
41,122,0.1
90,123,0.1
21,124,0.1
72,125,0.1
31,126,0.1
31,127,0.1
60,128,0.1
122,129,0.1
122,130,0.1
8,131,0.1
110,132,0.1
24,133,0.1
10,134,0.1
60,135,0.1
19,136,0.1
94,137,0.1
10,138,0.1
90,139,0.1
95,140,0.1
60,141,0.1
140,142,0.1
128,143,0.1
72,144,0.1
82,145,0.1
76,146,0.1
113,147,0.1
7,148,0.1
8,149,0.1
40,150,0.1
102,151,0.1
125,152,0.1
18,153,0.1
122,154,0.1
21,155,0.1
31,156,0.1
148,157,0.1
69,158,0.0154093
158,159,0.0525952
121,160,0.1
69,161,0.0351691
142,162,0.1
10,163,0.1
31,164,0.1
140,165,0.1
79,166,0.1
160,167,0.1
148,168,0.1
162,169,0.1
166,170,0.1
14,171,0.1
31,172,0.1
112,173,0.1
110,174,0.1
162,175,0.1
21,176,0.1
162,177,0.1
160,178,0.1
24,179,0.1
150,180,0.1
6,181,0.1
19,182,0.1
76,183,0.1
161,184,0.0316847
31,185,0.1
95,186,0.1
154,187,0.1
45,188,0.1
160,189,0.1
122,190,0.1
26,191,0.1
31,192,0.1
155,193,0.1
100,194,0.1
21,195,0.1
169,196,0.1
123,197,0.1
2,198,0.1
174,199,0.1
140,200,0.1
20,201,0.1
181,202,0.1
122,203,0.1
24,204,0.1
193,205,0.1
110,206,0.1
142,207,0.1
24,208,0.1
171,209,0.1
26,210,0.1
142,211,0.1
26,212,0.1
80,213,0.1
103,214,0.1
21,215,0.1
162,216,0.1
142,217,0.1
9,218,0.1
21,219,0.1
151,220,0.1
6,221,0.1
162,222,0.1
120,223,0.1
194,224,0.1
100,225,0.1
111,226,0.1
7,227,0.1
161,228,0.016158
26,229,0.1
52,230,0.1
168,231,0.1
120,232,0.1
24,233,0.1
60,234,0.1
189,235,0.1
100,236,0.1
218,237,0.1
224,238,0.1
238,239,0.1
183,240,0.1
24,241,0.1
69,242,0.00993468
153,243,0.1
142,244,0.1
24,245,0.1
24,246,0.1
20,247,0.1
142,248,0.1
24,249,0.1
121,250,0.1
72,251,0.1
172,252,0.1
24,253,0.1
109,254,0.1
228,255,0.0151518
162,256,0.1
173,257,0.1
248,258,0.1
139,259,0.1
60,260,0.1
231,261,0.1
100,262,0.1
183,263,0.1
122,264,0.1
128,265,0.1
24,266,0.1
248,267,0.1
183,268,0.1
33,269,0.1
257,270,0.1
12,271,0.1
265,272,0.1
137,273,0.1
24,274,0.1
141,275,0.1
21,276,0.1
140,277,0.1
128,278,0.1
231,279,0.1
140,280,0.1
140,281,0.1
40,282,0.1
21,283,0.1
72,284,0.1
12,285,0.1
78,286,0.1
194,287,0.1
24,288,0.1
4,289,0.1
250,290,0.1
252,291,0.1
21,292,0.1
281,293,0.1
69,294,0.01326
281,295,0.1
140,296,0.1
148,297,0.1
73,298,0.1
184,299,0.0222334
299,300,0.0838847
